390,92.96
391,96.64399999999999
392,100.32799999999999
393,104.012
394,107.696
395,111.38
396,115.064
397,118.748
398,122.432
399,126.11600000000001
400,129.80
401,131.0
402,132.20000000000002
403,133.4
404,134.60000000000002
405,135.80
406,137.0
407,138.20000000000002
408,139.4
409,140.60000000000002
410,141.80
411,141.73000000000002
412,141.66
413,141.59
414,141.51999999999998
415,141.45
416,141.38
417,141.31
418,141.23999999999998
419,141.17
420,141.10
421,139.676
422,138.25199999999998
423,136.828
424,135.404
425,133.98
426,132.554
427,131.128
428,129.702
429,128.27599999999998
430,126.85
431,128.6
432,130.35
433,132.1
434,133.85
435,135.60
436,137.35
437,139.1
438,140.85
439,142.6
440,144.35
441,145.472
442,146.594
443,147.716
444,148.838
445,149.96
446,151.082
447,152.204
448,153.326
449,154.448
450,155.57
451,155.292
452,155.014
453,154.736
454,154.458
455,154.18
456,153.904
457,153.62800000000001
458,153.352
459,153.07600000000002
460,152.80
461,151.996
462,151.192
463,150.388
464,149.584
465,148.78
466,147.978
467,147.17600000000002
468,146.374
469,145.572
470,144.77
471,144.484
472,144.198
473,143.912
474,143.626
475,143.34
476,143.054
477,142.768
478,142.482
479,142.196
480,141.91
481,140.756
482,139.602
483,138.44799999999998
484,137.29399999999998
485,136.14
486,134.986
487,133.832
488,132.678
489,131.524
490,130.37
491,130.006
492,129.642
493,129.27800000000002
494,128.91400000000002
495,128.55
496,128.184
497,127.81800000000001
498,127.452
499,127.086
500,126.72
501,126.242
502,125.764
503,125.286
504,124.80799999999999
505,124.33
506,123.852
507,123.374
508,122.896
509,122.41799999999999
510,121.94
511,121.14
512,120.34
513,119.53999999999999
514,118.74
515,117.94
516,117.14
517,116.34
518,115.53999999999999
519,114.74
520,113.94
521,113.96
522,113.98
523,114.0
524,114.02000000000001
525,114.04
526,114.06200000000001
527,114.084
528,114.10600000000001
529,114.128
530,114.15
531,113.62400000000001
532,113.098
533,112.572
534,112.04599999999999
535,111.52
536,110.994
537,110.468
538,109.942
539,109.416
540,108.89
541,108.606
542,108.322
543,108.038
544,107.754
545,107.47
546,107.188
547,106.906
548,106.624
549,106.342
550,106.06
551,105.45400000000001
552,104.848
553,104.242
554,103.636
555,103.03
556,102.424
557,101.818
558,101.212
559,100.606
560,100.00
561,99.462
562,98.924
563,98.386
564,97.848
565,97.31
566,96.774
567,96.238
568,95.702
569,95.166
570,94.63
571,94.374
572,94.118
573,93.862
574,93.606
575,93.35
576,93.094
577,92.838
578,92.582
579,92.326
580,92.07
581,91.38799999999999
582,90.70599999999999
583,90.024
584,89.342
585,88.66
586,87.978
587,87.29599999999999
588,86.614
589,85.932
590,85.25
591,85.152
592,85.054
593,84.956
594,84.858
595,84.76
596,84.662
597,84.56400000000001
598,84.466
599,84.368
600,84.27
601,84.092
602,83.914
603,83.73599999999999
604,83.55799999999999
605,83.38
606,83.204
607,83.02799999999999
608,82.852
609,82.676
610,82.50
611,82.168
612,81.836
613,81.504
614,81.172
615,80.84
616,80.50800000000001
617,80.176
618,79.84400000000001
619,79.512
620,79.18
621,78.64800000000001
622,78.116
623,77.584
624,77.05199999999999
625,76.52
626,75.988
627,75.456
628,74.92399999999999
629,74.392
630,73.86
631,73.778
632,73.696
633,73.614
634,73.532
635,73.45
636,73.366
637,73.282
638,73.19800000000001
639,73.114
640,73.03
641,72.696
642,72.362
643,72.028
644,71.694
645,71.36
646,71.026
647,70.692
648,70.358
649,70.024
650,69.69
651,69.59
652,69.49
653,69.39
654,69.28999999999999
655,69.19
656,69.09
657,68.99
658,68.89
659,68.78999999999999
660,68.69
661,68.7
662,68.71
663,68.72
664,68.72999999999999
665,68.74
666,68.75
667,68.76
668,68.77
669,68.78
670,68.79
671,68.44200000000001
672,68.09400000000001
673,67.746
674,67.398
675,67.05
676,66.702
677,66.354
678,66.006
679,65.658
680,65.31
681,64.594
682,63.878
683,63.162
684,62.446
685,61.73
686,61.012
687,60.294
688,59.576
689,58.858
690,58.14
691,58.212
692,58.284
693,58.356
694,58.428
695,58.50
696,58.57
697,58.64
698,58.71
699,58.78
700,58.85
701,59.148
702,59.446000000000005
703,59.744
704,60.042
705,60.34
706,60.638000000000005
707,60.936
708,61.234
709,61.532
710,61.83
711,60.778
712,59.726
713,58.674
714,57.622
715,56.57
716,55.52
717,54.47
718,53.42
719,52.37
720,51.32
721,52.05
722,52.78
723,53.51
724,54.24
725,54.97
726,55.699999999999996
727,56.43
728,57.16
729,57.89
730,58.62
731,59.082
732,59.544
733,60.006
734,60.467999999999996
735,60.93
736,61.392
737,61.854
738,62.316
739,62.778
740,63.24
741,62.284
742,61.328
743,60.372
744,59.416000000000004
745,58.46
746,57.506
747,56.552
748,55.598
749,54.644
750,53.69
751,52.205999999999996
752,50.722
753,49.238
754,47.754000000000005
755,46.27
756,44.788000000000004
757,43.306000000000004
758,41.824
759,40.342
760,38.86
761,40.568
762,42.275999999999996
763,43.983999999999995
764,45.692
765,47.40
766,49.108
767,50.815999999999995
768,52.524
769,54.232
770,55.94
771,55.674
772,55.408
773,55.141999999999996
774,54.876
775,54.61
776,54.344
777,54.078
778,53.812
779,53.546
780,53.28
